word,machine,human,label
diffident,rarrabe,rarrabe,negative
hysterics,hysterics,mai iskoki,negative
heal,warkar,warkar,positive
devastates,lalace,lalace,negative
masculine,namiji,namiji,positive
embarrassing,abin kunya,abin kunya,negative
novel,labari,labari,positive
infirmity,rashin lafiya,rashin lafiya,negative
impersonate,kwaikwayo,kwaikwayo,negative
dust,kura,kura,negative
dings,dings,ya buga,negative
sustainable,mai dorewa,mai dorewa,positive
incompetently,rashin iyawa,rashin iyawa,negative
outstrip,wucewa,wucewa,positive
indelible,wanda ba ya karewa,wanda ba ya sauyuwa,positive
alluring,alluring,kakkarfan mai jan hankali,positive
beautifully,da kyau,mai kyau,positive
mangling,mangwa,yin barna,negative
destroying,lalata,lalata,negative
bedlamite,kwanciya,kwanciya,negative
well-informed,sane sosai,bayyananne,positive
incomprehension,rashin fahimta,rashin fahimta,negative
mortal,mai mutuwa,mai mutuwa,negative
hardened,taurare,tsaurara,negative
goddamn,allahn,assha,negative
pasture,makiyaya,makiyaya,positive
mindful,m,mai kula,positive
advancement,ci gaba,ci gaba,positive
unwell,rashin lafiya,rashin lafiya,negative
unwitting,rashin sani,rashin sani,negative
remedy,magani,magani,positive
libel,cin mutunci,cin mutunci,negative
smudges,smudges,Ya bata,negative
hygienic,tsafta,tsafta,positive
disturbing,damuwa,damuwa,negative
grimy,m,mara tsafta,negative
puzzled,dame,dame,negative
encyclopedia,Encyclopedia,littafin duniya,positive
irks,irks,ya na fushi,negative
struggled,fama,fama,negative
listless,m,mara iyaka,negative
stranger,baƙo,baƙo,negative
intolerant,rashin haƙuri,rashin haƙuri,negative
uncaring,mara kulawa,mara kulawa,negative
avidly,avidly,matukar so,positive
unimaginably,wanda ba za a iya tsammani ba,wanda ba za a iya tsammani ba,negative
excallent,na kwarai,na kwarai,positive
crippled,gurgu,gurgu,negative
cuts,yanke,yana  yanke,negative
fanaticism,tsattsauran ra'ayi,tsattsauran ra'ayi,negative
fast-paced,da sauri-sauri,da sauri-sauri,positive
alien,dan hanya,dan hanya,negative
words,kalmomi,kalmomi,negative
diatribes,kayan abinci,kayan abinci,negative
thirst,ƙishirwa,ƙishirwa,negative
misjudgment,rashin yanke hukunci,rashin yanke hukunci,negative
compact,karami,karami,positive
ugh,ugh,kaico,negative
cruel,mugunta,mugu,negative
teasing,wasa,wasa,negative
termite,lokaci,lokaci,negative
cream,kirim,mai,positive
resent,fushi,fushi,negative
distortion,murdiya,murdiya,negative
foreclosure,takunkumi,takunkumi,negative
irksomenesses,wanzamanta,sosa rai,negative
earthquake,girgizar ƙasa,girgizar ƙasa,negative
trend,yanayin,yanayin,positive
dissidence,rashin yarda,rashin yarda,negative
radiant,annuri,annuri,positive
gallingly,cikin farin ciki,cikin farin ciki,negative
revocation,sokewa,sokewa,negative
ameliorate,ameliorate,gyarawa,positive
tingling,tingling,jin tsuko a jiki,negative
annoys,damuwa,yana fushi,negative
indebted,bashi,bashi,positive
first-in-class,farko-a-aji,farko-a-aji,positive
spilling,zubewa,zubewa,negative
dud,dud,matshi,negative
spooky,abin tsoro,mai razanarwa,negative
approval,yarda,yarda,positive
lagged,koma baya,koma baya,negative
gratefully,godiya,godiya,positive
spook,yaji,razana,negative
accused,zargi,zarge,negative
fainthearted,kasala,kasala,negative
acquitting,barranta,barranta,positive
exceeds,ya wuce,ya wuce,positive
dietary,na abinci,na abinci,positive
boilerplate,tukunyar jirgi,tukunyar jirgi,negative
criticizing,zargi,suka,negative
matchless,kwatankwacinsa,rashin dacewa,positive
terrific,m,mai daga hankali,positive
stifle,stifle,hana,negative
emphatic,ƙarfafawa,ƙarfafawa,negative
arrogance,girman kai,girman kai,negative
inconceivably,wanda ba a iya fahimta,wanda ba a iya fahimta,negative
cocky,cocky,giggiwa,negative
hated,ƙi,ƙi,negative
troubles,matsaloli,yana damuwa,negative
combat,yaƙi,yaƙi,negative
humble,mai tawali'u,mai tawali'u,positive
vendetta,makwabta,makwabta,negative
unforgettable,wanda ba za'a iya mantawa dashi ba,wanda baya mantuwa,positive
resumption,ci gaba,ci gaba,positive
barbaric,dabbanci,dabbanci,negative
gifted,kyauta,Dan baiwa,positive
peacekeepers,sojojin kiyaye zaman lafiya,masu tabbatar da zaman lafiya,positive
discomfit,rashin dacewa,rashin dacewa,negative
self-criticism,kushe kai,kushe kai,negative
snare,tarko,tarko,negative
motivate,izawa,motsa,positive
glower,haske,haske,negative
incongruously,incongruously,a halin rashin kyau,negative
bait,koto,koto,negative
timid,m,mara jarunta,negative
lure,yaudara,yaudara,negative
forerunner,magabaci,magabaci,positive
unreliable,abin dogaro,rashin dogaro,negative
deign,deign,yin abu ba da son rai ba,negative
niggle,niggle,damun mutum,negative
flounder,fama,fama,negative
pinion,filayen,filayen,negative
fresh,sabo ne,sabo,positive
assassinations,kashe-kashe,kashe-kashe,negative
tutelage,tarbiyya,tarbiyya,positive
talk,magana,magana,positive
insane,mahaukaci,mahaukaci,negative
laser,Laser,haske,positive
misapprehend,rashin fahimta,rashin fahimta,negative
emergency,gaggawa,gaggawa,negative
forewarned,gargadi,gargadi,negative
anti-american,amurkawa,masu kyamar amurkawa,negative
menaced,kashewa,kashewa,negative
made-up,sanya-up,hadawa,negative
sober,hankali,hankali,negative
enthusiast,mai himma,mai himma,positive
dislike,ƙi,ƙi,negative
main,babba,babba,positive
insincerely,mara gaskiya,mara gaskiya,negative
inimical,mara kyau,mara kyau,negative
antagonize,antagonise,kyamata,negative
exorcism,fitarwa,fitarwa,negative
flaccid,m,rarrauna,negative
crashed,fadi,fadi,negative
inordinate,wuce haddi,wuce haddi,negative
hallmark,alama,alama,positive
needful,m,abin bukata,negative
savaged,savaged,wawa,negative
console,na'ura wasan bidiyo,masarrafin na'ura,positive
precisely,daidai,daidai,positive
aboard,a ciki,a ciki,positive
perished,halaka,halaka,negative
cleverness,wayo,wayo,positive
quaint,quaint,mai fara'a,positive
reasoned,dalili,dalili,positive
smack,fasa,fasa,negative
lesbian,madigo,madigo,negative
melodramatic,karin bayani,karin bayani,negative
wishes,buri,yana fata,positive
plea,roƙo,roƙo,negative
flicering,flicing,flicing,negative
gush,gush,kwaranya,positive
miserableness,zullumi,zullumi,negative
underwrite,sake rubutawa,sake rubutawa,positive
infuriated,fusata,fusata,negative
inquisitive,mai bincike,mai bincike,positive
frictions,gogayya,gogayya,negative
wanker,mai yawo,mai yawo,negative
disappears,vuya,yana buya,negative
severe,mai tsanani,mai tsanani,negative
grace,alheri,alheri,positive
super,super,gagarumi,positive
sueing,shigar da kara,shigar da kara,negative
discards,yarwa,yana watsarwa,negative
gladly,da farin ciki,da farin ciki,positive
expropriation,kwacewa,kwacewa,negative
resigning,yin murabus,yin murabus,negative
ratified,ƙulla,ƙulla,positive
heartless,mara zuciya,mara zuciya,negative
despairing,yanke ƙauna,yanke ƙauna,negative
stopping,tsayawa,tsayawa,negative
monstrosity,dodo,dodo,negative
grumpily,cikin annashuwa,cikin zafin rai,negative
eventful,m,daban daban,positive
wimp,wimp,mai tsoro,negative
formidable,karaya,mai kwarjini,positive
anticipation,jira,jira,positive
venerable,mai daraja,mai daraja,positive
fretful,jin haushi,jin haushi,negative
subjected,an h .re,abinda ya ke jawo wani abu,negative
rusts,rustsai,yana yin tsatsa,negative
grope,gira,gira,negative
frenetic,frenetic,hargitsatstse,negative
stronger,karfi,karfi,positive
gagged,zugi,zugi,negative
majesty,girma,girma,positive
cutthroat,ɗan katako,ɗan katako,negative
endeavor,ƙoƙari,ƙoƙari,positive
stifling,damewa,hanawa,negative
refutes,ya karyata,ya  karyara,negative
moderator,mai daidaitawa,mai daidaitawa,positive
unsuspecting,rashin sani,rashin sani,negative
knock,buga,buga,negative
selfishness,son kai,son kai,negative
derides,izgili,yana  izgili,negative
paralysis,inna,shanyewar barin jiki,negative
bully,zalunci,tsokana,negative
reached,isa,isa,positive
alimony,alimony,kudin sakin aure,negative
unbroken,ba a karye ba,wanda ba ya karyewa,positive
weakened,ya raunana,ya raunana,negative
triumphantly,cikin nasara,cikin nasara,positive
refuted,karyata,karyata,negative
nefarious,mara kyau,mara kyau,negative
serene,mai nutsuwa,mai nutsuwa,positive
economical,tattali,tattali,positive
task,aiki,aiki,positive
deride,izgili,izgili,negative
din,cin abinci,cin abinci,negative
confess,furta,furta,negative
beckons,beckons,ya yi jinjina,positive
outburst,fita waje,tarwatsewa,positive
lacks,rashin,Ya rasa,negative
consents,yarda,ya yarda,positive
innocently,marar laifi,marar laifi,positive
smolder,smolder,son jima'i a boye,negative
abominate,ƙazanta,ƙazanta,negative
betrayer,mayaudari,mayaudari,negative
profanity,zagi,zagi,negative
repugnantly,rama,kyamace,negative
fierce,m,makura,negative
offshoot,kashewa,kashewa,positive
puppet,yar tsana,yar tsana,negative
sneering,yi izgili,yi izgili,negative
disgustedly,ƙyama,ƙyama,negative
green,kore,kore,positive
jest,barkwanci,barkwanci,positive
foreigner,baƙo,baƙo,negative
graceless,mara alheri,mara alheri,negative
lukewarm,lukewarm,rashin nuna damuwa sosai,negative
guts,gutsure,gutsure,positive
apprehensions,fargaba,fargaba,negative
masterpiece,fitacciyar,fitacciyar,positive
bridegroom,ango,ango,positive
marginal,m,kadan,negative
static,tsaye,tsaye,negative
throb,yi mamaki,yi mamaki,negative
self-destructive,kai mai halakarwa,kai mai halakarwa,negative
culprit,mai laifi,mai laifi,negative
alienation,nisantawa,nisantawa,negative
allegro,alliro,mai sauri,positive
snobs,snobs,ya tsani talakawa,negative
classy,mai aji,mai aji,positive
stupendous,babba,babba,positive
slumping,zubewa,zubewa,negative
tyrannically,zalunci,zalunci,negative
sing,raira waƙa,raira waƙa,positive
problem-solver,mai warware matsala,mai warware matsala,positive
serpent,maciji,maciji,negative
plush,ƙari,ƙari,positive
salient,mai haske,bayyananne,positive
strife,jayayya,jayayya,negative
offending,laifi,laifi,negative
exclusion,wariya,wariya,negative
ineligible,rashin cancanta,rashin cancanta,negative
bang,bang,bugawa,negative
stumble,yi tuntuɓe,yi tuntuɓe,negative
desperately,cike take,hajaran- majaran,negative
defeated,ci,lallasa,negative
opinionated,ra'ayi,ra'ayi,negative
closeness,kusanci,kusanci,positive
luxury,alatu,alatu,positive
demonstration,zanga-zanga,zanga-zanga,negative
illumination,haske,haske,positive
discomfititure,rashin dacewa,rashin dacewa,negative
evenly,daidai,daidai,positive
shake,girgiza,girgiza,negative
rubric,rubric,tabbatacciyar ka'ida,positive
calls,kira,kiraye-kiraye,negative
reachable,za'a iya kaiwa,cimma gaci,positive
fleece,ulun,ulun,negative
pad,kushin,kushin,positive
loss,asara,asara,negative
suave,suave,karfin guiwa,positive
unjustified,m,rashin tabbas,negative
grumpish,m,zafin rai,negative
injury,rauni,rauni,negative
shun,guji,sharewa,negative
dirtbag,jakar datti,jakar datti,negative
impartially,rashin nuna bambanci,rashin nuna bambanci,positive
traduce,traduce,karya,negative
demoralizingly,ta bata rai,kashe karsashi,negative
stubborn,mai taurin kai,mai taurin kai,negative
anxious,damuwa,mai damuwa,negative
attorney,lauya,lauya,positive
magical,sihiri,sihiri,positive
raptors,raptors,tsuntsaye masu farauta,negative
non-violent,ba tashin hankali,ba tashin hankali,positive
sturdier,mai ƙarfi,mai ƙarfi,positive
sour,m,tsami,negative
interesting,mai ban sha'awa,mai ban sha'awa,positive
hatred,ƙiyayya,ƙiyayya,negative
oak,itacen oak,itacen oak,positive
vital,m,bayyananne,positive
canker,kankara,kwayar cuta,negative
fuming,fuming,hayaki,negative
funky,funky,mara kyau,negative
competent,gwani,gwani,positive
contender,contender,dan gwagwarmaya,negative
unwillingness,rashin yarda,rashin yarda,negative
checklist,lissafin lissafi,lissafin lissafi,positive
excellently,kwarai da gaske,kwarai da gaske,positive
insurmountably,rashin nasara,rashin nasara,negative
disappointments,jin cizon yatsa,jin cizon yatsa,negative
underestimating,rashin sanin cikakken farashi,rashin sanin cikakken farashi,negative
frenetically,frenetically,a gaggauce,negative
defense,tsaro,tsaro,positive
closure,rufewa,rufewa,positive
lobbyist,dan lobbyist,masu Jan hankalin gwamnati,negative
conciliated,sulhu,sulhu,positive
distorts,gurbata,yana gurbatawa,negative
essential,mahimmanci,mahimmanci,positive
balanced,daidaita,daidaita,positive
jabber,jabber,saurin magana,negative
passive,m,mai wucewa,negative
resistive,m,mai juriya,positive
anxiety,damuwa,damuwa,negative
jesus,yesu,yesu,positive
convent,gidan zuhudu,zuhudu,positive
decrepitude,raguwa,raguwa,negative
menace,barazanar,barazanar,negative
raving,raving,magana mara Ma'ana,negative
choral,mawaƙa,mawaƙa,positive
doubtful,m,mai shakku,negative
tits,tsuntsaye,nonuwa,negative
complains,gunaguni,gunaguni,negative
linguist,masanin harshe,masanin harshe,positive
empathy,tausayawa,tausayawa,positive
included,hada da,hada da,positive
interminable,m,mara iyaka,negative
timorous,timorous,tsoro,negative
ancient,tsoho,tsoho,negative
kindly,mai kirki,mai kirki,positive
circumvention,dawafi,dawafi,positive
effectively,yadda yakamata,yadda yakamata,positive
hallowed,tsarkake,tsarkake,positive
rumple,ƙara,ƙara,negative
banish,kore,kore,negative
dream,mafarki,mafarki,positive
wrinkles,,shacin layi,negative
mispronounced,mispronounced,tunruben harshe,negative
debasement,lalacewa,lalacewa,negative
unitary,naúrar,naúrar,positive
shanghai,shanghai,fashin jirgin ruwa,negative
creature,halitta,halitta,negative
excitement,tashin hankali,farin ciki,positive
tenement,tsarawa,tsarawa,negative
attainment,samu,samu,positive
rampage,ɓarnatarwa,ɓarnatarwa,negative
benefit,fa'ida,fa'ida,positive
effortlessly,effortlessly,cikin sauki,positive
frightfully,a tsorace,a tsorace,negative
finest,mafi kyau,matukar kyau,positive
fireproof,wuta,abinda ba ya konewa,positive
imprudence,rashin hankali,rashin hankali,negative
annihilation,halakarwa,halakarwa,negative
chuckle,dariya,dariya,positive
oversize,cika girma,cika girma,negative
sensuous,sha'awa,sha'awa,positive
impolitic,rashin ladabi,rashin ladabi,negative
sneer,yi izgili,yi izgili,negative
laudable,abin yabo,abin yabo,positive
pollute,ƙazantar da,gurbatar da,negative
kills,ya kashe,ya kashe,negative
loathe,ƙyama,ƙyama,negative
disuse,rashin amfani,rashin amfani,negative
sunk,sunk,nitsewa kasa,negative
exquisitely,mafi kyau,mafi kyau,positive
stunning,mai ban mamaki,mai ban mamaki,positive
alleviation,ragewa,ragewa,positive
overgrown,girma,girma,negative
uncompromisingly,mara rikitarwa,mara rikitarwa,negative
alertness,jijjiga,jijjiga,positive
independence,'yancin kai,'yancin kai,positive
disconcerted,disconcer,abu mai uzzurawa,negative
bandit,ɗan fashi,ɗan fashi,negative
pleasure,yardar rai,dadin rai,positive
deferral,jinkirtawa,jinkirtawa,negative
omission,tsallake,tsallake,negative
lord,ubangiji,ubangiji,positive
denied,ƙaryata,musanta,negative
angrily,a fusace,a fusace,negative
yelp,yelp,kukan ciwo,negative
worse,mafi muni,mafi muni,negative
attentive,m,mai niyya,positive
tarnished,tarnaka,disashe,negative
monetary,kudi,kudi,positive
endangered,cikin haɗari,cikin haɗari,negative
sagged,sagged,sauka,negative
neurotic,neurotic,mutum mai damuwa,negative
manure,taki,taki,negative
overzelous,wuce gona da iri,wuce gona da iri,negative
general,janar,janar,positive
perfection,kamala,cika,positive
immediately,nan da nan,nan da nan,negative
prohibitively,hanawa,hanawa,negative
offender,mai laifi,mai laifi,negative
handy,m,mai sauki,positive
felicity,cin nasara,cin nasara,positive
beneficially,mai amfani,mai amfani,positive
disaffirm,sallama,sallama,negative
daemon,aljannu,aljannu,negative
shamefully,abin kunya,abin kunya,negative
fibber,firam,makaryaci,negative
well-mannered,mai ladabi,mai ladabi,positive
friendly,abokantaka,abokantaka,positive
treasure,taska,taska,positive
inessential,mara muhimmanci,mara muhimmanci,negative
enchant,sihiri,sihiri,positive
tired,gajiya,gajiya,negative
uncanny,aljanu,aljanu,negative
dope,dope,mutumin banza,negative
feint,feint,hilatar abokin gaba,negative
dissemble,rarraba,rarraba,negative
pornography,labarin batsa,labarin batsa,negative
friend,aboki,aboki,positive
received,samu,samu,positive
unwisely,rashin hikima,rashin hikima,negative
deaf,kurma,kurma,negative
noble,mai martaba,mai martaba,positive
major,babba,babba,positive
gleefully,cikin farin ciki,cikin farin ciki,positive
dissapointed,dissapointed,saukewa daga mukami,negative
plague,annoba,annoba,negative
layoff,sallama,sallama,negative
unattainable,wanda ba a iya kaiwa gare shi,wanda ba a iya kaiwa gare shi,negative
gripe,kamewa,kamewa,negative
reverent,girmamawa,girmamawa,positive
paraphrase,fasara,fasara,negative
fully,cikakke,cikakke,positive
thwart,hana,hana,negative
appeasing,gamsarwa,gamsarwa,positive
asserting,tabbatarwa,tabbatarwa,positive
cultivation,noman,noma,positive
catheter,catheter,bututun zuke ruwa daga ciki ko mafitsara,negative
gospel,bishara,waken addini,positive
quickness,sauri,sauri,positive
fume,fume,hayaki,negative
outperforming,sama da cikawa,wuce kima,positive
insinuation,insinuation,zargi,negative
boldly,gabagadi,gabagadi,positive
permissible,halatta,halatta,positive
ill-treatment,rashin lafiya,rashin kula,negative
omniscient,masani,masani,positive
thumb-down,babban yatsa,rashin so,negative
nervousness,juyayi,juyayi,negative
smoothness,santsi,santsi,positive
disabled,naƙasassu,nakasashshe,negative
